ENSEMBL	idx	TX_LENGTH
ENSG00000287709.1	2147	1308
ENSG00000233882.2	2148	299
ENSG00000285638.1	2149	2438
ENSG00000136535.15	2150	9397
ENSG00000162670.11	2151	4273
ENSG00000225649.6	2152	5949
ENSG00000149742.10	2153	2366
ENSG00000271826.5	2154	2075
ENSG00000153993.13	2155	8062
ENSG00000150961.15	2156	9920
ENSG00000287373.1	2157	3585
ENSG00000225811.1	2158	602
ENSG00000286751.1	2159	972
ENSG00000146285.14	2160	9066
ENSG00000184999.12	2161	3282
ENSG00000197658.9	2162	2492
ENSG00000237928.6	2163	6214
ENSG00000282881.2	2164	1633
ENSG00000157613.11	2165	4023
ENSG00000257042.1	2166	792
ENSG00000233423.1	2167	575
ENSG00000284705.1	2168	2694
ENSG00000196600.12	2169	3752
ENSG00000285749.2	2170	561
ENSG00000143107.10	2171	3090
ENSG00000148655.15	2172	6390
ENSG00000259093.2	2173	1360
ENSG00000229972.8	2174	1832
ENSG00000253880.1	2175	574
ENSG00000160207.9	2176	1909
ENSG00000285769.2	2177	5537
ENSG00000182601.7	2178	3443
ENSG00000237693.4	2179	2271
ENSG00000232732.11	2180	6871
ENSG00000248455.6	2181	8785
ENSG00000233854.2	2182	1633
ENSG00000099139.14	2183	13341
ENSG00000070886.12	2184	5434
ENSG00000180801.14	2185	5146
ENSG00000163710.9	2186	3533
ENSG00000182704.8	2187	4013
ENSG00000229459.1	2188	524
ENSG00000243742.5	2189	3909
ENSG00000237140.2	2190	348
ENSG00000237760.1	2191	239
ENSG00000270087.5	2192	564
ENSG00000231758.3	2193	1284
ENSG00000206337.12	2194	11058
ENSG00000276256.1	2195	2195
ENSG00000243797.6	2196	2082
ENSG00000231175.1	2197	2216
ENSG00000103534.17	2198	6206
ENSG00000287360.1	2199	1356
ENSG00000249988.1	2200	649
ENSG00000149968.12	2201	1854
ENSG00000175164.15	2202	6477
ENSG00000223536.6	2203	2722
ENSG00000122254.7	2204	2620
ENSG00000204603.7	2205	4240
ENSG00000267509.5	2206	576
ENSG00000236319.2	2207	1124
ENSG00000105974.12	2208	3866
ENSG00000286738.1	2209	940
ENSG00000164509.15	2210	6370
ENSG00000176194.18	2211	1810
ENSG00000102683.8	2212	1594
ENSG00000248429.5	2213	5639
ENSG00000189320.9	2214	2500
ENSG00000253649.5	2215	3036
ENSG00000137809.17	2216	10866
ENSG00000254456.6	2217	1295
ENSG00000250420.8	2218	3380
ENSG00000251205.3	2219	2618
ENSG00000250992.2	2220	2559
ENSG00000188869.13	2221	4977
ENSG00000075275.18	2222	16045
ENSG00000250697.2	2223	3249
ENSG00000108691.9	2224	1986
ENSG00000249881.1	2225	825
ENSG00000143196.5	2226	1719
ENSG00000249429.1	2227	560
ENSG00000152583.12	2228	3477
ENSG00000255418.6	2229	1348
ENSG00000251574.8	2230	5016
ENSG00000288004.1	2231	714
ENSG00000287211.1	2232	1512
ENSG00000226779.1	2233	1038
ENSG00000168672.4	2234	5734
ENSG00000287844.1	2235	1981
ENSG00000167332.9	2236	2907
ENSG00000258220.1	2237	1264
ENSG00000261742.6	2238	2325
ENSG00000285454.1	2239	2324
ENSG00000074966.11	2240	3466
ENSG00000229425.3	2241	20436
ENSG00000224271.7	2242	33611
ENSG00000135605.13	2243	4004
ENSG00000260951.2	2244	2429
ENSG00000008513.16	2245	8852
ENSG00000091137.14	2246	5607
ENSG00000227242.4	2247	1783
ENSG00000260364.1	2248	781
ENSG00000189238.6	2249	8927
ENSG00000272381.2	2250	2604
ENSG00000258084.6	2251	3246
ENSG00000254101.7	2252	25498
ENSG00000285735.2	2253	3745
ENSG00000135638.14	2254	5472
ENSG00000286133.2	2255	996
ENSG00000239440.6	2256	4922
ENSG00000285817.1	2257	1992
ENSG00000232252.1	2258	194
ENSG00000229855.9	2259	6863
ENSG00000233824.2	2260	640
ENSG00000046604.13	2261	6056
ENSG00000244040.7	2262	11658
ENSG00000234111.6	2263	1493
ENSG00000183807.8	2264	1032
ENSG00000250891.2	2265	6809
ENSG00000287677.2	2266	7439
ENSG00000254202.2	2267	3102
ENSG00000287251.1	2268	2322
ENSG00000174403.16	2269	3397
ENSG00000229766.7	2270	5026
ENSG00000140368.13	2271	4574
ENSG00000188511.12	2272	6769
ENSG00000286780.1	2273	2370
ENSG00000286329.1	2274	2188
ENSG00000123689.6	2275	876
ENSG00000257219.6	2276	2108
ENSG00000077498.9	2277	2593
ENSG00000122375.12	2278	2471
ENSG00000287474.1	2279	2843
ENSG00000203565.3	2280	1986
ENSG00000287545.1	2281	784
ENSG00000256988.2	2282	4154
ENSG00000287923.1	2283	3263
ENSG00000286922.1	2284	1395
ENSG00000287172.1	2285	2454
ENSG00000288587.1	2286	554
ENSG00000161944.16	2287	2490
ENSG00000286040.1	2288	4968
ENSG00000228877.2	2289	428
ENSG00000255532.1	2290	1286
ENSG00000231023.7	2291	6151
ENSG00000143369.15	2292	3360
ENSG00000141668.10	2293	5483
ENSG00000168077.14	2294	4029
ENSG00000135919.14	2295	8957
ENSG00000135426.16	2296	5044
ENSG00000256637.7	2297	5502
ENSG00000246228.6	2298	2342
ENSG00000126545.14	2299	998
ENSG00000228933.8	2300	6812
ENSG00000285584.2	2301	2151
ENSG00000228999.4	2302	7106
ENSG00000134612.12	2303	2495
ENSG00000167346.7	2304	1308
ENSG00000135424.18	2305	6379
ENSG00000243422.2	2306	1138
ENSG00000229124.7	2307	2008
ENSG00000086991.13	2308	6099
ENSG00000140798.16	2309	8699
ENSG00000255429.1	2310	231
ENSG00000286122.1	2311	3809
ENSG00000253161.5	2312	1522
ENSG00000103528.17	2313	7545
ENSG00000287708.1	2314	4224
ENSG00000233860.2	2315	4347
ENSG00000173890.17	2316	4381
ENSG00000196562.14	2317	6657
ENSG00000268089.3	2318	6468
ENSG00000142512.15	2319	3668
ENSG00000124749.17	2320	6912
ENSG00000175267.15	2321	5037
ENSG00000265313.7	2322	6507
ENSG00000168243.11	2323	5194
ENSG00000232973.13	2324	10511
ENSG00000110660.15	2325	3483
ENSG00000285634.2	2326	5117
ENSG00000236969.2	2327	532
ENSG00000165643.11	2328	3642
ENSG00000073734.10	2329	7715
ENSG00000152931.9	2330	12703
ENSG00000011638.10	2331	2558
ENSG00000180044.5	2332	2718
ENSG00000267082.1	2333	569
ENSG00000225179.2	2334	3187
ENSG00000154646.9	2335	4362
ENSG00000224141.6	2336	2739
ENSG00000286987.1	2337	616
ENSG00000135373.13	2338	6617
ENSG00000079337.16	2339	12106
ENSG00000188089.13	2340	5823
ENSG00000139318.8	2341	3859
ENSG00000286269.1	2342	5878
ENSG00000285587.1	2343	2848
ENSG00000140557.12	2344	5850
ENSG00000136999.5	2345	2614
ENSG00000153266.13	2346	2228
ENSG00000288565.1	2347	4963
ENSG00000140968.11	2348	4800
ENSG00000283384.1	2349	3376
ENSG00000237525.7	2350	3139
ENSG00000228427.3	2351	934
ENSG00000104755.15	2352	2905
ENSG00000177234.7	2353	2176
ENSG00000286290.1	2354	1322
ENSG00000171502.15	2355	9568
ENSG00000285095.2	2356	5901
ENSG00000235770.6	2357	6958
ENSG00000115414.20	2358	17216
ENSG00000164483.17	2359	6900
ENSG00000164484.12	2360	5858
ENSG00000169621.10	2361	7124
ENSG00000279668.3	2362	6416
ENSG00000088881.21	2363	3541
ENSG00000265125.5	2364	1324
ENSG00000204140.10	2365	786
ENSG00000285826.1	2366	783
ENSG00000236714.3	2367	3601
ENSG00000283417.1	2368	2396
ENSG00000287987.1	2369	1235
ENSG00000135048.14	2370	9254
ENSG00000257522.7	2371	12384
ENSG00000287994.1	2372	468
ENSG00000151892.14	2373	9678
ENSG00000123892.12	2374	1432
ENSG00000130368.7	2375	11111
ENSG00000287999.1	2376	728
ENSG00000156218.13	2377	9752
ENSG00000196115.13	2378	2852
ENSG00000254819.2	2379	1412
ENSG00000101849.17	2380	9039
ENSG00000224592.5	2381	684
ENSG00000196557.13	2382	8620
ENSG00000080709.16	2383	6108
ENSG00000006468.14	2384	9615
ENSG00000233420.2	2385	4119
ENSG00000203808.12	2386	6707
ENSG00000213492.2	2387	1663
ENSG00000143882.12	2388	3502
ENSG00000285683.2	2389	1311
ENSG00000237505.8	2390	16635
ENSG00000185668.8	2391	2965
ENSG00000135116.9	2392	6853
ENSG00000265356.2	2393	1844
ENSG00000256684.1	2394	404
ENSG00000254171.1	2395	533
ENSG00000248555.7	2396	2553
ENSG00000227743.2	2397	655
ENSG00000251567.5	2398	1358
ENSG00000254066.2	2399	3194
ENSG00000253331.1	2400	674
ENSG00000253236.2	2401	1258
ENSG00000165091.18	2402	8712
ENSG00000179097.5	2403	3140
ENSG00000115705.22	2404	8453
ENSG00000239572.3	2405	4835
ENSG00000259723.1	2406	542
ENSG00000179314.14	2407	7136
ENSG00000254130.1	2408	566
ENSG00000253634.3	2409	2333
ENSG00000286865.1	2410	612
ENSG00000285409.1	2411	597
ENSG00000271774.1	2412	724
ENSG00000223492.1	2413	1620
ENSG00000230817.6	2414	2155
ENSG00000224652.2	2415	2351
ENSG00000104321.11	2416	6345
ENSG00000285784.1	2417	877
ENSG00000143119.14	2418	2152
ENSG00000286735.1	2419	1466
ENSG00000257259.3	2420	4356
ENSG00000253853.3	2421	6084
ENSG00000230133.2	2422	8958
ENSG00000139780.7	2423	1088
ENSG00000258123.1	2424	1256
ENSG00000175820.4	2425	21470
ENSG00000106018.14	2426	5132
ENSG00000287488.1	2427	1141
ENSG00000286312.1	2428	867
ENSG00000227958.1	2429	527
ENSG00000110628.16	2430	5231
ENSG00000186329.9	2431	2719
ENSG00000254123.2	2432	1164
ENSG00000287696.1	2433	977
ENSG00000236008.3	2434	13522
ENSG00000254394.2	2435	4904
ENSG00000253836.1	2436	814
ENSG00000186854.11	2437	8771
ENSG00000248431.2	2438	2689
ENSG00000089060.11	2439	6768
ENSG00000224404.2	2440	5497
ENSG00000168546.11	2441	5777
ENSG00000154237.13	2442	17491
ENSG00000235152.1	2443	818
ENSG00000267374.2	2444	11735
ENSG00000287784.1	2445	1375
ENSG00000272168.8	2446	34302
ENSG00000234446.3	2447	1387
ENSG00000287072.1	2448	1604
ENSG00000286954.1	2449	3196
ENSG00000250910.8	2450	5379
ENSG00000287749.1	2451	2680
ENSG00000228021.7	2452	4558
ENSG00000224714.3	2453	2786
ENSG00000163914.5	2454	2768
ENSG00000250723.7	2455	7115
ENSG00000250190.2	2456	1747
ENSG00000250954.6	2457	3618
ENSG00000254587.2	2458	2243
ENSG00000250064.1	2459	712
ENSG00000121236.21	2460	3964
ENSG00000288036.1	2461	771
ENSG00000171509.16	2462	5684
ENSG00000004399.13	2463	9557
ENSG00000138100.14	2464	2727
ENSG00000106536.21	2465	8320
ENSG00000152034.11	2466	3783
ENSG00000257277.2	2467	2734
ENSG00000281131.1	2468	1436
ENSG00000285939.2	2469	2368
ENSG00000256995.8	2470	5461
ENSG00000125850.11	2471	2203
ENSG00000075884.14	2472	6127
ENSG00000171246.6	2473	7020
ENSG00000206187.4	2474	8352
ENSG00000284848.2	2475	8990
ENSG00000256994.2	2476	1543
ENSG00000256209.2	2477	1591
ENSG00000235056.1	2478	1028
ENSG00000286134.2	2479	3335
ENSG00000115194.11	2480	5766
ENSG00000280165.1	2481	4778
ENSG00000259664.3	2482	8614
ENSG00000106123.12	2483	5325
ENSG00000155926.14	2484	7491
ENSG00000198963.11	2485	9621
ENSG00000165899.11	2486	12278
ENSG00000169676.6	2487	2376
ENSG00000154764.6	2488	4529
ENSG00000286647.1	2489	4144
ENSG00000280776.2	2490	4388
ENSG00000224825.2	2491	1178
ENSG00000118194.20	2492	7342
ENSG00000162618.15	2493	5798
ENSG00000251388.1	2494	619
ENSG00000285754.1	2495	3389
ENSG00000275232.1	2496	464
ENSG00000107593.17	2497	2848
ENSG00000286474.1	2498	1560
ENSG00000288563.1	2499	4225
ENSG00000287722.1	2500	2358
ENSG00000095627.9	2501	5256
ENSG00000288087.1	2502	1073
ENSG00000287989.1	2503	2417
ENSG00000269957.6	2504	1254
ENSG00000189275.4	2505	3608
ENSG00000272297.2	2506	700
ENSG00000234184.6	2507	962
ENSG00000169436.17	2508	7865
ENSG00000205442.13	2509	1294
ENSG00000253686.2	2510	5414
ENSG00000258583.7	2511	6808
ENSG00000228358.6	2512	10355
ENSG00000156219.17	2513	3279
ENSG00000286141.1	2514	2738
ENSG00000149305.7	2515	4827
ENSG00000248837.7	2516	7714
ENSG00000256971.2	2517	842
ENSG00000260157.3	2518	583
ENSG00000249547.1	2519	571
ENSG00000117400.18	2520	3937
ENSG00000249343.3	2521	3599
ENSG00000223944.2	2522	3153
ENSG00000248673.2	2523	3661
ENSG00000007171.18	2524	4399
ENSG00000232200.2	2525	602
ENSG00000261738.7	2526	16214
ENSG00000287014.1	2527	1321
ENSG00000286062.1	2528	1459
ENSG00000134757.5	2529	5579
ENSG00000226680.2	2530	505
ENSG00000124134.9	2531	5649
ENSG00000248551.1	2532	905
ENSG00000285550.1	2533	943
ENSG00000223553.6	2534	3971
ENSG00000287161.1	2535	3833
ENSG00000100628.12	2536	4975
ENSG00000258826.6	2537	1004
ENSG00000183090.5	2538	6869
ENSG00000231689.2	2539	1584
ENSG00000286662.2	2540	5956
ENSG00000226519.2	2541	5797
ENSG00000258743.6	2542	6205
ENSG00000229618.3	2543	13329
ENSG00000233290.3	2544	7213
ENSG00000225106.1	2545	1354
ENSG00000162621.6	2546	3859
ENSG00000250137.1	2547	703
ENSG00000236922.10	2548	5863
ENSG00000286386.1	2549	1923
ENSG00000253762.2	2550	3237
ENSG00000255087.4	2551	12587
ENSG00000223930.7	2552	10946
ENSG00000259035.2	2553	2363
ENSG00000146147.15	2554	7293
ENSG00000234464.2	2555	825
ENSG00000186509.4	2556	2488
ENSG00000236451.3	2557	4642
ENSG00000256193.6	2558	7185
ENSG00000286015.1	2559	1233
ENSG00000267337.2	2560	4596
ENSG00000286021.2	2561	13339
ENSG00000105650.22	2562	6546
ENSG00000286003.1	2563	1854
ENSG00000237250.3	2564	3127
ENSG00000224819.2	2565	8415
ENSG00000286494.1	2566	733
ENSG00000237713.1	2567	842
ENSG00000266573.6	2568	8281
ENSG00000223812.8	2569	9652
ENSG00000253524.1	2570	442
ENSG00000169271.3	2571	679
ENSG00000264345.2	2572	1731
ENSG00000287953.1	2573	2043
ENSG00000288016.1	2574	3558
ENSG00000259620.1	2575	499
ENSG00000271901.2	2576	1447
ENSG00000241220.1	2577	634
ENSG00000214944.9	2578	15617
ENSG00000286198.1	2579	3110
ENSG00000288098.1	2580	2681
ENSG00000196091.15	2581	7455
ENSG00000076716.9	2582	4959
ENSG00000286225.1	2583	1760
ENSG00000286592.1	2584	3401
ENSG00000259403.2	2585	723
ENSG00000154589.7	2586	559
ENSG00000253103.2	2587	3391
ENSG00000122691.13	2588	1997
ENSG00000257319.1	2589	499
ENSG00000226674.11	2590	26790
ENSG00000259761.2	2591	801
ENSG00000233705.7	2592	8693
ENSG00000130045.16	2593	2498
ENSG00000228262.10	2594	10109
ENSG00000282556.3	2595	4764
ENSG00000285842.1	2596	1354
ENSG00000261210.8	2597	3411
ENSG00000273540.4	2598	13593
ENSG00000165985.10	2599	2376
ENSG00000172986.13	2600	3683
ENSG00000226317.3	2601	1654
ENSG00000287776.1	2602	1222
ENSG00000165623.10	2603	870
ENSG00000251620.3	2604	4110
ENSG00000286222.1	2605	1384
ENSG00000237773.7	2606	10246
ENSG00000231482.3	2607	2569
ENSG00000104415.14	2608	5190
ENSG00000239498.1	2609	754
ENSG00000214145.7	2610	4867
ENSG00000224982.4	2611	2840
ENSG00000226620.8	2612	15917
ENSG00000019549.13	2613	3281
ENSG00000285520.1	2614	1946
ENSG00000287841.1	2615	3691
ENSG00000286272.1	2616	1447
ENSG00000260212.1	2617	465
ENSG00000188263.10	2618	3696
ENSG00000287314.1	2619	891
ENSG00000271824.2	2620	1695
ENSG00000232537.2	2621	3113
ENSG00000238755.3	2622	2816
ENSG00000240563.2	2623	3831
ENSG00000236653.3	2624	3968
ENSG00000186907.8	2625	2408
ENSG00000246363.3	2626	4324
ENSG00000233117.4	2627	12382
ENSG00000078098.14	2628	6968
ENSG00000116711.10	2629	2879
ENSG00000287499.1	2630	4088
ENSG00000288102.1	2631	872
ENSG00000272027.2	2632	912
ENSG00000216775.3	2633	3821
ENSG00000251391.5	2634	4185
ENSG00000152953.13	2635	5282
ENSG00000226757.2	2636	2230
ENSG00000114450.11	2637	7975
ENSG00000232153.3	2638	1197
ENSG00000237787.5	2639	1283
ENSG00000159788.19	2640	13755
ENSG00000230809.1	2641	751
ENSG00000082556.14	2642	5670
ENSG00000227863.3	2643	2007
ENSG00000287231.1	2644	2004
ENSG00000167178.16	2645	5847
ENSG00000248211.1	2646	460
ENSG00000197893.14	2647	5669
ENSG00000206190.12	2648	20677
ENSG00000287876.1	2649	2101
ENSG00000172673.10	2650	4309
ENSG00000119042.17	2651	10958
ENSG00000153234.15	2652	3963
ENSG00000196358.11	2653	7726
ENSG00000258727.1	2654	3243
ENSG00000286679.1	2655	20770
ENSG00000159398.16	2656	3207
ENSG00000287723.1	2657	2855
ENSG00000258785.6	2658	2664
ENSG00000258631.3	2659	668
ENSG00000258476.6	2660	8415
ENSG00000111145.8	2661	4644
ENSG00000162745.10	2662	3415
ENSG00000166558.11	2663	1991
ENSG00000261543.1	2664	554
ENSG00000258754.8	2665	9541
ENSG00000257060.7	2666	7482
ENSG00000115593.15	2667	4552
ENSG00000262732.1	2668	4959
ENSG00000227954.7	2669	8082
ENSG00000253300.2	2670	1678
ENSG00000250801.2	2671	1739
ENSG00000138435.16	2672	4979
ENSG00000103569.10	2673	3235
ENSG00000232079.7	2674	4062
ENSG00000270533.2	2675	1856
ENSG00000222032.1	2676	541
ENSG00000286187.1	2677	7203
ENSG00000262769.1	2678	730
ENSG00000152254.11	2679	3074
ENSG00000258700.6	2680	1746
ENSG00000224605.1	2681	442
ENSG00000234083.1	2682	572
ENSG00000223586.6	2683	1599
ENSG00000240934.2	2684	413
ENSG00000055732.13	2685	6624
ENSG00000281327.2	2686	3358
ENSG00000128918.15	2687	8127
ENSG00000248474.1	2688	577
ENSG00000257467.6	2689	2030
ENSG00000240708.2	2690	2307
ENSG00000258272.1	2691	379
ENSG00000250619.1	2692	805
ENSG00000242568.1	2693	587
ENSG00000237636.3	2694	4469
ENSG00000236882.8	2695	2260
ENSG00000285590.1	2696	545
ENSG00000237567.2	2697	734
ENSG00000214279.13	2698	8015
ENSG00000142494.13	2699	5719
ENSG00000120907.18	2700	6749
ENSG00000288321.1	2701	2001
ENSG00000185652.12	2702	2923
ENSG00000163359.16	2703	19465
ENSG00000248397.1	2704	455
ENSG00000128254.16	2705	7120
ENSG00000175556.17	2706	4041
ENSG00000287530.1	2707	1806
ENSG00000166828.3	2708	3477
ENSG00000205863.11	2709	1583
ENSG00000112902.12	2710	12308
ENSG00000249675.1	2711	934
ENSG00000196593.9	2712	2796
ENSG00000164638.10	2713	5811
ENSG00000286251.2	2714	903
ENSG00000284999.1	2715	905
ENSG00000170089.15	2716	1791
ENSG00000051596.10	2717	3449
ENSG00000196159.13	2718	17461
ENSG00000239991.1	2719	429
ENSG00000204429.4	2720	775
ENSG00000285724.2	2721	1834
ENSG00000241767.2	2722	844
ENSG00000233884.2	2723	1065
ENSG00000227879.2	2724	665
ENSG00000235160.2	2725	2804
ENSG00000176697.20	2726	7740
ENSG00000255496.1	2727	358
ENSG00000100314.4	2728	3334
ENSG00000180828.3	2729	3263
ENSG00000180730.5	2730	3845
ENSG00000230333.6	2731	5660
ENSG00000164125.15	2732	7880
ENSG00000246541.2	2733	1042
ENSG00000129595.14	2734	8578
ENSG00000255240.6	2735	6590
ENSG00000231824.4	2736	3117
ENSG00000130720.13	2737	4056
ENSG00000188282.12	2738	4357
ENSG00000228255.1	2739	347
ENSG00000164600.7	2740	1959
ENSG00000225233.2	2741	942
ENSG00000259417.3	2742	6893
ENSG00000287347.1	2743	1329
ENSG00000120875.9	2744	7273
ENSG00000166840.13	2745	5440
ENSG00000286308.1	2746	1079
ENSG00000272551.1	2747	813
ENSG00000057294.15	2748	6970
ENSG00000242029.1	2749	262
ENSG00000204262.14	2750	7319
ENSG00000164694.17	2751	6850
ENSG00000233682.3	2752	822
ENSG00000137747.16	2753	5369
ENSG00000287468.1	2754	511
ENSG00000166035.11	2755	4992
ENSG00000166126.11	2756	4289
ENSG00000234663.7	2757	15049
ENSG00000275830.2	2758	4353
ENSG00000170425.3	2759	2551
ENSG00000276462.2	2760	4149
ENSG00000224944.2	2761	4241
ENSG00000100276.10	2762	2181
ENSG00000075673.12	2763	4424
ENSG00000235438.7	2764	3051
ENSG00000253199.2	2765	3423
ENSG00000241328.1	2766	1321
ENSG00000285898.1	2767	2467
ENSG00000267677.1	2768	417
ENSG00000267327.2	2769	3518
ENSG00000254040.2	2770	1915
ENSG00000106546.14	2771	8051
ENSG00000135697.10	2772	2689
ENSG00000261193.1	2773	559
ENSG00000238063.3	2774	3673
ENSG00000226827.1	2775	855
ENSG00000258663.1	2776	289
ENSG00000152503.10	2777	6061
ENSG00000235020.5	2778	5986
ENSG00000287145.1	2779	2260
ENSG00000233128.2	2780	781
ENSG00000246316.8	2781	1112
ENSG00000259639.6	2782	1619
ENSG00000231373.1	2783	605
ENSG00000244215.2	2784	1607
ENSG00000272991.1	2785	431
ENSG00000105971.15	2786	6578
ENSG00000253490.5	2787	5541
ENSG00000253659.2	2788	2045
ENSG00000214262.4	2789	1779
ENSG00000183287.14	2790	6753
ENSG00000156049.7	2791	2736
ENSG00000249818.2	2792	856
ENSG00000287255.1	2793	798
ENSG00000229563.7	2794	6430
ENSG00000257271.1	2795	586
ENSG00000213064.10	2796	11217
ENSG00000173769.4	2797	5334
ENSG00000226197.3	2798	2304
ENSG00000286066.1	2799	1686
ENSG00000157873.17	2800	6219
ENSG00000230131.6	2801	5317
ENSG00000222005.9	2802	3360
ENSG00000254092.2	2803	13139
ENSG00000286085.1	2804	2805
ENSG00000081985.13	2805	6067
ENSG00000214946.14	2806	5699
ENSG00000287204.1	2807	561
ENSG00000137868.19	2808	7669
ENSG00000187260.16	2809	4044
ENSG00000272568.6	2810	4928
ENSG00000237626.2	2811	3520
ENSG00000286481.1	2812	5057
ENSG00000267733.5	2813	2209
ENSG00000174808.12	2814	2653
ENSG00000124203.6	2815	11605
ENSG00000181626.12	2816	4837
ENSG00000261292.2	2817	2010
ENSG00000224116.7	2818	5742
ENSG00000286719.1	2819	1750
ENSG00000237813.4	2820	1420
ENSG00000251191.8	2821	2074
ENSG00000141449.14	2822	10572
ENSG00000272636.4	2823	6462
ENSG00000248636.7	2824	1469
ENSG00000113739.10	2825	6128
ENSG00000246985.8	2826	4441
ENSG00000243486.1	2827	703
ENSG00000163364.10	2828	2126
ENSG00000276397.2	2829	2604
ENSG00000266256.3	2830	14961
ENSG00000272398.6	2831	3096
ENSG00000204381.11	2832	3144
ENSG00000060656.20	2833	6682
ENSG00000228824.7	2834	16127
ENSG00000170293.9	2835	1170
ENSG00000184984.10	2836	6041
ENSG00000266312.2	2837	1969
ENSG00000176584.18	2838	8141
ENSG00000155760.2	2839	3859
ENSG00000288572.1	2840	592
ENSG00000240499.7	2841	3458
ENSG00000180440.4	2842	3099
ENSG00000287470.1	2843	950
ENSG00000133107.15	2844	8155
ENSG00000112139.16	2845	14080
ENSG00000100626.17	2846	11462
ENSG00000239920.2	2847	4484
ENSG00000179242.16	2848	7516
ENSG00000203805.11	2849	3722
ENSG00000287805.1	2850	262
ENSG00000171522.6	2851	3544
ENSG00000148734.8	2852	9249
ENSG00000132256.19	2853	5166
ENSG00000256717.1	2854	574
ENSG00000173559.14	2855	17426
ENSG00000259977.1	2856	710
ENSG00000285955.1	2857	2945
ENSG00000228495.2	2858	6781
ENSG00000223685.6	2859	1571
ENSG00000257067.6	2860	1371
ENSG00000258107.3	2861	1114
ENSG00000147041.12	2862	4820
ENSG00000157554.19	2863	7582
ENSG00000130775.16	2864	4621
ENSG00000154134.15	2865	6981
ENSG00000136099.13	2866	5150
ENSG00000230615.7	2867	10561
ENSG00000275064.1	2868	1270
ENSG00000285699.1	2869	407
ENSG00000265204.1	2870	564
ENSG00000229308.1	2871	559
ENSG00000241717.1	2872	2907
ENSG00000172497.9	2873	2453
ENSG00000277448.1	2874	2753
ENSG00000257165.5	2875	718
ENSG00000139044.12	2876	7292
ENSG00000187950.8	2877	3958
ENSG00000115648.14	2878	7435
ENSG00000267780.2	2879	527
ENSG00000255178.1	2880	1571
ENSG00000286046.1	2881	1322
ENSG00000266369.1	2882	1372
ENSG00000233621.2	2883	3019
ENSG00000114654.7	2884	2945
ENSG00000088756.13	2885	11912
ENSG00000286728.1	2886	2647
ENSG00000288552.1	2887	596
ENSG00000130508.11	2888	11266
ENSG00000189295.13	2889	1181
ENSG00000205683.11	2890	6889
ENSG00000255209.1	2891	834
ENSG00000140848.17	2892	7737
ENSG00000019991.18	2893	9753
ENSG00000286422.2	2894	1323
ENSG00000106689.11	2895	2497
ENSG00000241163.8	2896	9574
ENSG00000257879.1	2897	1010
ENSG00000255316.1	2898	516
ENSG00000075643.6	2899	6303
ENSG00000150457.9	2900	5613
ENSG00000188803.15	2901	8577
ENSG00000256955.2	2902	770
ENSG00000095303.17	2903	5784
ENSG00000169499.15	2904	6328
ENSG00000249330.3	2905	6052
ENSG00000135083.16	2906	9232
ENSG00000249509.1	2907	952
ENSG00000126562.17	2908	5287
ENSG00000144407.9	2909	4390
ENSG00000183840.7	2910	3179
ENSG00000159904.11	2911	1737
ENSG00000147251.15	2912	6721
ENSG00000249816.7	2913	12039
ENSG00000178342.4	2914	2162
ENSG00000143867.7	2915	5279
ENSG00000284987.1	2916	498
ENSG00000143171.13	2917	2691
ENSG00000101384.12	2918	9298
ENSG00000254434.1	2919	585
ENSG00000275183.2	2920	2047
ENSG00000157502.13	2921	4343
ENSG00000134830.6	2922	6776
ENSG00000006611.16	2923	4904
ENSG00000259271.1	2924	1623
ENSG00000250579.2	2925	6827
ENSG00000185942.12	2926	28723
ENSG00000259240.1	2927	561
ENSG00000181467.5	2928	8402
ENSG00000180537.13	2929	4098
ENSG00000224228.2	2930	808
ENSG00000235806.1	2931	1180
ENSG00000234156.3	2932	6010
ENSG00000049540.17	2933	6542
ENSG00000123612.16	2934	9054
ENSG00000285577.1	2935	1912
ENSG00000205054.8	2936	4867
ENSG00000221963.6	2937	10065
ENSG00000255014.1	2938	560
ENSG00000248174.6	2939	3422
ENSG00000287912.1	2940	3955
ENSG00000273143.2	2941	3430
ENSG00000122420.10	2942	5764
ENSG00000073331.18	2943	12326
ENSG00000145692.15	2944	3487
ENSG00000288059.1	2945	555
ENSG00000099260.11	2946	8074
ENSG00000145506.14	2947	2912
ENSG00000248752.3	2948	4422
ENSG00000184956.16	2949	8438
ENSG00000177663.14	2950	9036
ENSG00000145536.15	2951	5863
ENSG00000228142.2	2952	512
ENSG00000235531.11	2953	11501
ENSG00000287899.1	2954	4878
ENSG00000196109.9	2955	4734
ENSG00000285971.1	2956	2664
ENSG00000160321.15	2957	11907
ENSG00000122591.12	2958	14499
ENSG00000063438.18	2959	6254
ENSG00000261325.1	2960	1325
ENSG00000179869.15	2961	19075
ENSG00000213588.6	2962	3010
ENSG00000234717.2	2963	868
ENSG00000228430.9	2964	4429
ENSG00000272189.1	2965	1894
ENSG00000239887.6	2966	4313
ENSG00000221986.7	2967	1759
ENSG00000146555.19	2968	12258
ENSG00000225884.3	2969	925
ENSG00000283311.1	2970	512
ENSG00000250974.4	2971	3965
ENSG00000283175.1	2972	1973
ENSG00000138675.16	2973	5998
ENSG00000109794.13	2974	5218
ENSG00000269067.2	2975	2777
ENSG00000119508.18	2976	6314
ENSG00000099250.18	2977	11522
